# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/Saccharomyces_cerevisiae.R64-1-1.61.gtf" "-o" "feature-count/counts.txt" "-t" "exon" "-g" "gene_id" "mapped/batch1_chrI.sam" "mapped/batch2_chrI.sam" "mapped/batch3_chrI.sam" "mapped/chem1_chrI.sam" "mapped/chem2_chrI.sam" "mapped/chem3_chrI.sam" "-p" 
Geneid	Chr	Start	End	Strand	Length	mapped/batch1_chrI.sam	mapped/batch2_chrI.sam	mapped/batch3_chrI.sam	mapped/chem1_chrI.sam	mapped/chem2_chrI.sam	mapped/chem3_chrI.sam
YDL049C	IV	365068	365874	-	807	0	0	0	0	0	0
YDL164C	IV	164987	167254	-	2268	0	0	0	0	0	0
YDR384C	IV	1241204	1242031	-	828	0	0	0	0	0	0
YDR149C	IV	755555	756262	-	708	0	0	0	0	0	0
YDR093W	IV	631282	636120	+	4839	0	0	0	0	0	0
YDR071C	IV	588827	589402	-	576	0	0	0	0	0	0
YDL143W	IV	199996	201582	+	1587	0	0	0	0	0	0
YDR032C	IV	504099	504695	-	597	0	0	0	0	0	0
tR(UCU)D	IV	568882	568953	+	72	0	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	0	0	0	0	0	0
YDL166C	IV	163449	164042	-	594	0	0	0	0	0	0
YDR004W	IV	455201	456583	+	1383	0	0	0	0	0	0
YDR151C	IV	764178	765155	-	978	0	0	0	0	0	0
YDR037W	IV	525440	527215	+	1776	0	0	0	0	0	0
YDL175C	IV	144484	145518	-	1035	0	0	0	0	0	0
YDR286C	IV	1035231	1035575	-	345	0	0	0	0	0	0
YDR172W	IV	808324	810381	+	2058	0	0	0	0	0	0
YDL174C	IV	145826	147589	-	1764	0	0	0	0	0	0
YDR080W	IV	604008	606986	+	2979	0	0	0	0	0	0
YDR503C	IV	1455042	1455866	-	825	0	0	0	0	0	0
YDR069C	IV	584939	587719	-	2781	0	0	0	0	0	0
YDR047W	IV	551860	552948	+	1089	0	0	0	0	0	0
YDR215C	IV	894089	894502	-	414	0	0	0	0	0	0
YDR267C	IV	1002510	1003502	-	993	0	0	0	0	0	0
YDR142C	IV	740473	741600	-	1128	0	0	0	0	0	0
YDL212W	IV	78426	79058	+	633	0	0	0	0	0	0
YDR249C	IV	958681	959802	-	1122	0	0	0	0	0	0
YDL209C	IV	86207	87226	-	1020	0	0	0	0	0	0
YDR044W	IV	546642	547628	+	987	0	0	0	0	0	0
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	0	0	0	0	0	0
YDR311W	IV	1085065	1086993	+	1929	0	0	0	0	0	0
YDL159C-B	IV	173056	173232	-	177	0	0	0	0	0	0
YDR222W	IV	910054	911301	+	1248	0	0	0	0	0	0
YDR510C-A	IV	1469695	1469811	-	117	0	0	0	0	0	0
YDR401W	IV	1272223	1272786	+	564	0	0	0	0	0	0
YDR207C	IV	865012	867522	-	2511	0	0	0	0	0	0
YDL005C	IV	441014	442309	-	1296	0	0	0	0	0	0
YDR295C	IV	1052623	1054647	-	2025	0	0	0	0	0	0
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	0
YDL208W	IV	87512	87982	+	471	0	0	0	0	0	0
YDR135C	IV	723004	727551	-	4548	0	0	0	0	0	0
YDL114W	IV	255604	256530	+	927	0	0	0	0	0	0
YDR247W	IV	956013	957398	+	1386	0	0	0	0	0	0
YDL197C	IV	104917	106494	-	1578	0	0	0	0	0	0
YDR229W	IV	924785	926146	+	1362	0	0	0	0	0	0
YDR095C	IV	636117	636527	-	411	0	0	0	0	0	0
YDR027C	IV	494649	497318	-	2670	0	0	0	0	0	0
YDL106C	IV	270222	271901	-	1680	0	0	0	0	0	0
YDR404C	IV	1276654	1277169	-	516	0	0	0	0	0	0
YDR256C	IV	968133	969680	-	1548	0	0	0	0	0	0
YDR518W	IV	1478608	1480161	+	1554	0	0	0	0	0	0
YDR055W	IV	563527	564861	+	1335	0	0	0	0	0	0
YDL087C	IV	300214	300999	-	786	0	0	0	0	0	0
YDR177W	IV	816878	817525	+	648	0	0	0	0	0	0
YDL014W	IV	427364	428347	+	984	0	0	0	0	0	0
YDR289C	IV	1038280	1039509	-	1230	0	0	0	0	0	0
YDL159W	IV	172481	174028	+	1548	0	0	0	0	0	0
YDR532C	IV	1499396	1500553	-	1158	0	0	0	0	0	0
YDR137W	IV	728259	730250	+	1992	0	0	0	0	0	0
YDL153C	IV	181186	183018	-	1833	0	0	0	0	0	0
YDR393W	IV	1259901	1261271	+	1371	0	0	0	0	0	0
YDR506C	IV	1459728	1461554	-	1827	0	0	0	0	0	0
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	0	0	0	0	0	0
YDL090C	IV	295034	296329	-	1296	0	0	0	0	0	0
YDR033W	IV	508147	509109	+	963	0	0	0	0	0	0
YDR035W	IV	521816	522928	+	1113	0	0	0	0	0	0
YDR332W	IV	1131001	1133070	+	2070	0	0	0	0	0	0
YDR510W	IV	1469400	1469705	+	306	0	0	0	0	0	0
YDL055C	IV	355674	356759	-	1086	0	0	0	0	0	0
YDR480W	IV	1417399	1418370	+	972	0	0	0	0	0	0
YDL103C	IV	275148	276581	-	1434	0	0	0	0	0	0
YDL085C-A	IV	302464	302670	-	207	0	0	0	0	0	0
YDR350C	IV	1176120	1178174	-	2055	0	0	0	0	0	0
YDR342C	IV	1154216	1155928	-	1713	0	0	0	0	0	0
YDR087C	IV	617470	618306	-	837	0	0	0	0	0	0
YDL236W	IV	32296	33234	+	939	0	0	0	0	0	0
YDR012W	IV	471853	472941	+	1089	0	0	0	0	0	0
YDL121C	IV	245133	245582	-	450	0	0	0	0	0	0
YDR525W-A	IV	1490596	1490835	+	240	0	0	0	0	0	0
tG(GCC)D2	IV	992832	992902	+	71	0	0	0	0	0	0
YDL190C	IV	118707	121592	-	2886	0	0	0	0	0	0
YDL047W	IV	369771	370706	+	936	0	0	0	0	0	0
YDR099W	IV	653607	654428	+	822	0	0	0	0	0	0
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	0	0	0	0	0	0
YDR164C	IV	782041	784215	-	2175	0	0	0	0	0	0
YDR058C	IV	567723	568703	-	981	0	0	0	0	0	0
YDL020C	IV	415113	416708	-	1596	0	0	0	0	0	0
YDL025C	IV	405344	407206	-	1863	0	0	0	0	0	0
YDR374C	IV	1223474	1224394	-	921	0	0	0	0	0	0
YDL207W	IV	88248	89864	+	1617	0	0	0	0	0	0
YDR270W	IV	1005675	1008689	+	3015	0	0	0	0	0	0
YDR152W	IV	765706	766503	+	798	0	0	0	0	0	0
YDL148C	IV	188154	190586	-	2433	0	0	0	0	0	0
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	0	0	0	0	0	0
YDR379C-A	IV	1233278	1233517	-	240	0	0	0	0	0	0
YDR218C	IV	903781	905052	-	1272	0	0	0	0	0	0
YDL018C	IV	422833	423510	-	678	0	0	0	0	0	0
YDR507C	IV	1462358	1465786	-	3429	0	0	0	0	0	0
YDL003W	IV	444683	446383	+	1701	0	0	0	0	0	0
YDR524C-B	IV	1489598	1489798	-	201	0	0	0	0	0	0
YDR371W	IV	1219413	1220948	+	1536	0	0	0	0	0	0
YDR359C	IV	1191936	1194884	-	2949	0	0	0	0	0	0
YDL180W	IV	135896	137539	+	1644	0	0	0	0	0	0
YDL133W	IV	222427	223740	+	1314	0	0	0	0	0	0
YDR335W	IV	1141168	1144842	+	3675	0	0	0	0	0	0
YDR351W	IV	1178666	1181260	+	2595	0	0	0	0	0	0
YDL150W	IV	183343	184611	+	1269	0	0	0	0	0	0
YDL177C	IV	141209	141721	-	513	0	0	0	0	0	0
YDR171W	IV	806621	807748	+	1128	0	0	0	0	0	0
YDR364C	IV	1202843	1204210	-	1368	0	0	0	0	0	0
YDR309C	IV	1079048	1080199	-	1152	0	0	0	0	0	0
YDL239C	IV	26403	28775	-	2373	0	0	0	0	0	0
YDL228C	IV	45277	45918	-	642	0	0	0	0	0	0
YDL156W	IV	174918	176486	+	1569	0	0	0	0	0	0
YDL016C	IV	425570	425872	-	303	0	0	0	0	0	0
tX(XXX)D	IV	1150842	1150941	-	100	0	0	0	0	0	0
YDR524W-C	IV	1489403	1489492	+	90	0	0	0	0	0	0
YDL085W	IV	303211	304848	+	1638	0	0	0	0	0	0
YDR300C	IV	1061505	1062791	-	1287	0	0	0	0	0	0
YDL168W	IV	159604	160764	+	1161	0	0	0	0	0	0
YDR360W	IV	1194598	1195032	+	435	0	0	0	0	0	0
YDR195W	IV	848599	850200	+	1602	0	0	0	0	0	0
YDR321W	IV	1108702	1109847	+	1146	0	0	0	0	0	0
YDR237W	IV	936615	937493	+	879	0	0	0	0	0	0
YDL127W	IV	234927	235853	+	927	0	0	0	0	0	0
YDR107C	IV	669016	671034	-	2019	0	0	0	0	0	0
YDR472W	IV	1403322	1404173	+	852	0	0	0	0	0	0
YDL030W	IV	397537	399129	+	1593	0	0	0	0	0	0
YDR468C	IV	1398026	1398700	-	675	0	0	0	0	0	0
YDL084W	IV	305237	306577	+	1341	0	0	0	0	0	0
YDL203C	IV	96082	97953	-	1872	0	0	0	0	0	0
YDL025W-A	IV	405410	405514	+	105	0	0	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	0	0	0	0	0	0
YDL229W	IV	44065	45906	+	1842	0	0	0	0	0	0
YDR329C	IV	1126270	1127595	-	1326	0	0	0	0	0	0
YDR034C	IV	509737	512109	-	2373	0	0	0	0	0	0
YDR009W	IV	463434	464996	+	1563	0	0	0	0	0	0
tS(AGA)D2	IV	980974	981055	-	82	0	0	0	0	0	0
YDR488C	IV	1429188	1430789	-	1602	0	0	0	0	0	0
YDR103W	IV	658350	661103	+	2754	0	0	0	0	0	0
YDR336W	IV	1145092	1146036	+	945	0	0	0	0	0	0
YDL101C	IV	280307	281848	-	1542	0	0	0	0	0	0
YDR162C	IV	780390	781100	-	711	0	0	0	0	0	0
YDR312W	IV	1087581	1088942	+	1362	0	0	0	0	0	0
YDL061C	IV	340628	340798	-	171	0	0	0	0	0	0
YDL040C	IV	378874	381438	-	2565	0	0	0	0	0	0
YDR145W	IV	746738	748357	+	1620	0	0	0	0	0	0
YDR124W	IV	700315	701289	+	975	0	0	0	0	0	0
YDL231C	IV	38867	42244	-	3378	0	0	0	0	0	0
YDR190C	IV	840604	841995	-	1392	0	0	0	0	0	0
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	0	0	0	0	0	0
YDR463W	IV	1386816	1388375	+	1560	0	0	0	0	0	0
YDR491C	IV	1434500	1434991	-	492	0	0	0	0	0	0
YDR449C	IV	1357580	1358902	-	1323	0	0	0	0	0	0
YDL035C	IV	389172	392057	-	2886	0	0	0	0	0	0
YDR074W	IV	593893	596583	+	2691	0	0	0	0	0	0
YDR525W	IV	1489905	1490234	+	330	0	0	0	0	0	0
YDR257C	IV	969990	971474	-	1485	0	0	0	0	0	0
YDR402C	IV	1272234	1273703	-	1470	0	0	0	0	0	0
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	0	0	0	0	0	0
YDR376W	IV	1226822	1228303	+	1482	0	0	0	0	0	0
YDR161W	IV	779043	780206	+	1164	0	0	0	0	0	0
YDR090C	IV	625066	625998	-	933	0	0	0	0	0	0
YDR189W	IV	838392	840392	+	2001	0	0	0	0	0	0
YDR524C	IV	1487542	1488990	-	1449	0	0	0	0	0	0
YDL237W	IV	30657	31829	+	1173	0	0	0	0	0	0
YDR188W	IV	836421	838061	+	1641	0	0	0	0	0	0
YDL133C-A	IV	221724	221801	-	78	0	0	0	0	0	0
YDR531W	IV	1498232	1499335	+	1104	0	0	0	0	0	0
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	0	0
YDR226W	IV	916486	917154	+	669	0	0	0	0	0	0
YDL054C	IV	359825	361285	-	1461	0	0	0	0	0	0
YDL205C	IV	92762	93745	-	984	0	0	0	0	0	0
YDR537C	IV	1510856	1511461	-	606	0	0	0	0	0	0
YDR496C	IV	1441433	1443403	-	1971	0	0	0	0	0	0
YDR313C	IV	1089219	1090079	-	861	0	0	0	0	0	0
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	0	0	0	0	0	0
tV(CAC)D	IV	1075472	1075544	-	73	0	0	0	0	0	0
YDR340W	IV	1150881	1151183	+	303	0	0	0	0	0	0
YDL147W	IV	190924	192261	+	1338	0	0	0	0	0	0
YDL081C	IV	309802	310122	-	321	0	0	0	0	0	0
YDR283C	IV	1025070	1030049	-	4980	0	0	0	0	0	0
YDR261C	IV	977521	979209	-	1689	0	0	0	0	0	0
YDL211C	IV	79294	80412	-	1119	0	0	0	0	0	0
YDL074C	IV	324047	326149	-	2103	0	0	0	0	0	0
YDL091C	IV	293392	294759	-	1368	0	0	0	0	0	0
YDR346C	IV	1167214	1168659	-	1446	0	0	0	0	0	0
YDR072C	IV	589761	591344	-	1584	0	0	0	0	0	0
YDR242W	IV	946807	948456	+	1650	0	0	0	0	0	0
YDR323C	IV	1112480	1114027	-	1548	0	0	0	0	0	0
YDR486C	IV	1427431	1428120	-	690	0	0	0	0	0	0
YDR420W	IV	1306267	1311675	+	5409	0	0	0	0	0	0
YDL122W	IV	242552	244981	+	2430	0	0	0	0	0	0
YDR390C	IV	1254937	1256847	-	1911	0	0	0	0	0	0
YDR481C	IV	1418550	1420250	-	1701	0	0	0	0	0	0
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	0	0	0	0	0	0
YDL105W	IV	272389	273597	+	1209	0	0	0	0	0	0
YDL141W	IV	203039	205111	+	2073	0	0	0	0	0	0
YDR400W	IV	1271063	1272085	+	1023	0	0	0	0	0	0
YDR522C	IV	1483795	1485303	-	1509	0	0	0	0	0	0
YDL173W	IV	148191	149078	+	888	0	0	0	0	0	0
YDR279W	IV	1019368	1020420	+	1053	0	0	0	0	0	0
YDR281C	IV	1022007	1022321	-	315	0	0	0	0	0	0
YDR213W	IV	889751	892492	+	2742	0	0	0	0	0	0
YDR179W-A	IV	819433	820824	+	1392	0	0	0	0	0	0
YDR330W	IV	1127872	1129374	+	1503	0	0	0	0	0	0
YDR106W	IV	667004	667858	+	855	0	0	0	0	0	0
YDL178W	IV	139522	141114	+	1593	0	0	0	0	0	0
YDR484W	IV	1422763	1424688	+	1926	0	0	0	0	0	0
YDR308C	IV	1078027	1078449	-	423	0	0	0	0	0	0
YDL192W	IV	116321	116866	+	546	0	0	0	0	0	0
YDL202W	IV	98475	99224	+	750	0	0	0	0	0	0
YDR146C	IV	748613	750742	-	2130	0	0	0	0	0	0
YDR241W	IV	945151	945438	+	288	0	0	0	0	0	0
YDL158C	IV	173866	174174	-	309	0	0	0	0	0	0
YDL185W	IV	126787	130002	+	3216	0	0	0	0	0	0
YDR251W	IV	960614	963106	+	2493	0	0	0	0	0	0
tL(UAA)D	IV	519743	519826	+	84	0	0	0	0	0	0
YDR192C	IV	843569	844861	-	1293	0	0	0	0	0	0
YDR368W	IV	1213904	1214842	+	939	0	0	0	0	0	0
YDR494W	IV	1436930	1438015	+	1086	0	0	0	0	0	0
YDR399W	IV	1270068	1270733	+	666	0	0	0	0	0	0
YDR070C	IV	588098	588379	-	282	0	0	0	0	0	0
YDR138W	IV	730578	732836	+	2259	0	0	0	0	0	0
YDR031W	IV	503498	503863	+	366	0	0	0	0	0	0
YDR255C	IV	966557	967822	-	1266	0	0	0	0	0	0
YDL060W	IV	341619	343985	+	2367	0	0	0	0	0	0
YDR048C	IV	553084	553398	-	315	0	0	0	0	0	0
YDR067C	IV	582791	583465	-	675	0	0	0	0	0	0
YDR126W	IV	703234	704244	+	1011	0	0	0	0	0	0
YDR315C	IV	1092741	1093586	-	846	0	0	0	0	0	0
YDL126C	IV	236157	238664	-	2508	0	0	0	0	0	0
YDR262W	IV	993134	993952	+	819	0	0	0	0	0	0
tQ(UUG)D3	IV	802731	802802	-	72	0	0	0	0	0	0
YDR345C	IV	1162957	1164660	-	1704	0	0	0	0	0	0
YDR079W	IV	603064	603399	+	336	0	0	0	0	0	0
YDR433W	IV	1329600	1330040	+	441	0	0	0	0	0	0
YDL144C	IV	198662	199732	-	1071	0	0	0	0	0	0
YDR306C	IV	1073735	1075171	-	1437	0	0	0	0	0	0
YDR292C	IV	1043146	1045011	-	1866	0	0	0	0	0	0
YDL009C	IV	432925	433248	-	324	0	0	0	0	0	0
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	0	0	0	0	0	0
YDR170C	IV	796193	802222	-	6030	0	0	0	0	0	0
YDR174W	IV	812110	812850	+	741	0	0	0	0	0	0
YDL218W	IV	66493	67446	+	954	0	0	0	0	0	0
YDL062W	IV	339857	340282	+	426	0	0	0	0	0	0
YDL048C	IV	366739	368211	-	1473	0	0	0	0	0	0
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	0	0	0	0	0	0
YDR112W	IV	679544	679852	+	309	0	0	0	0	0	0
YDR538W	IV	1510902	1511630	+	729	0	0	0	0	0	0
YDL011C	IV	432308	432631	-	324	0	0	0	0	0	0
YDR355C	IV	1186067	1186369	-	303	0	0	0	0	0	0
YDR301W	IV	1063352	1067425	+	4074	0	0	0	0	0	0
YDR412W	IV	1294693	1295400	+	708	0	0	0	0	0	0
YDR530C	IV	1496791	1497768	-	978	0	0	0	0	0	0
YDR227W	IV	917571	921647	+	4077	0	0	0	0	0	0
YDR041W	IV	539803	540414	+	612	0	0	0	0	0	0
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	0
YDL008W	IV	433497	433994	+	498	0	0	0	0	0	0
YDR234W	IV	931129	933210	+	2082	0	0	0	0	0	0
YDR511W	IV	1470017	1470418	+	402	0	0	0	0	0	0
YDR519W	IV	1480425	1480832	+	408	0	0	0	0	0	0
YDL086C-A	IV	301655	302089	-	435	0	0	0	0	0	0
YDR250C	IV	960086	960361	-	276	0	0	0	0	0	0
YDR465C	IV	1393336	1394574	-	1239	0	0	0	0	0	0
YDL001W	IV	447984	449276	+	1293	0	0	0	0	0	0
YDR454C	IV	1366264	1366827	-	564	0	0	0	0	0	0
YDR013W	IV	473157	473783	+	627	0	0	0	0	0	0
YDR076W	IV	598468	599688	+	1221	0	0	0	0	0	0
YDL095W	IV	287059	289512	+	2454	0	0	0	0	0	0
YDL007C-A	IV	436567	436824	-	258	0	0	0	0	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	0	0	0	0	0	0
YDR100W	IV	655013	655444	+	432	0	0	0	0	0	0
YDR479C	IV	1415210	1416874	-	1665	0	0	0	0	0	0
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0	0	0
YDL117W	IV	248581	251238	+	2658	0	0	0	0	0	0
YDR140W	IV	734138	734803	+	666	0	0	0	0	0	0
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	0	0	0	0	0	0
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	0	0	0	0	0	0
YDR062W	IV	576474	578159	+	1686	0	0	0	0	0	0
YDR143C	IV	742042	743874	-	1833	0	0	0	0	0	0
YDL172C	IV	148607	149086	-	480	0	0	0	0	0	0
YDL053C	IV	361699	362256	-	558	0	0	0	0	0	0
YDR223W	IV	912099	913502	+	1404	0	0	0	0	0	0
YDL037C	IV	384601	385587	-	987	0	0	0	0	0	0
YDL167C	IV	160995	163154	-	2160	0	0	0	0	0	0
YDR246W-A	IV	955133	955333	+	201	0	0	0	0	0	0
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	0	0	0	0	0	0
YDL226C	IV	51115	52173	-	1059	0	0	0	0	0	0
YDR467C	IV	1397583	1397909	-	327	0	0	0	0	0	0
YDL134C	IV	219662	220771	-	1110	0	0	0	0	0	0
YDR117C	IV	683946	685643	-	1698	0	0	0	0	0	0
YDR314C	IV	1090433	1092511	-	2079	0	0	0	0	0	0
YDR440W	IV	1342493	1344241	+	1749	0	0	0	0	0	0
YDR303C	IV	1068729	1071386	-	2658	0	0	0	0	0	0
YDL078C	IV	315357	316388	-	1032	0	0	0	0	0	0
YDL238C	IV	28985	30454	-	1470	0	0	0	0	0	0
YDR529C	IV	1496165	1496548	-	384	0	0	0	0	0	0
YDR437W	IV	1337352	1337774	+	423	0	0	0	0	0	0
snR47	IV	541602	541700	-	99	0	0	0	0	0	0
YDL196W	IV	106741	107070	+	330	0	0	0	0	0	0
YDR452W	IV	1362878	1364902	+	2025	0	0	0	0	0	0
YDR445C	IV	1352182	1352589	-	408	0	0	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	0	0	0	0	0	0
tQ(UUG)D1	IV	520972	521043	+	72	0	0	0	0	0	0
YDR490C	IV	1431968	1434268	-	2301	0	0	0	0	0	0
YDR516C	IV	1474974	1476476	-	1503	0	0	0	0	0	0
YDR509W	IV	1468226	1468573	+	348	0	0	0	0	0	0
YDL193W	IV	114672	115799	+	1128	0	0	0	0	0	0
YDL137W	IV	216529	217074	+	546	0	0	0	0	0	0
YDL118W	IV	247302	247682	+	381	0	0	0	0	0	0
YDR235W	IV	933504	935138	+	1635	0	0	0	0	0	0
YDR233C	IV	929470	930357	-	888	0	0	0	0	0	0
YDR388W	IV	1250186	1251634	+	1449	0	0	0	0	0	0
YDR209C	IV	871036	871449	-	414	0	0	0	0	0	0
YDR049W	IV	553254	555152	+	1899	0	0	0	0	0	0
YDL194W	IV	111580	114234	+	2655	0	0	0	0	0	0
YDR021W	IV	486804	488003	+	1200	0	0	0	0	0	0
YDR353W	IV	1183299	1184258	+	960	0	0	0	0	0	0
YDR051C	IV	557056	558060	-	1005	0	0	0	0	0	0
YDR288W	IV	1037195	1038106	+	912	0	0	0	0	0	0
YDR141C	IV	734901	739997	-	5097	0	0	0	0	0	0
YDR194C	IV	845952	847946	-	1995	0	0	0	0	0	0
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	0	0	0	0	0	0
YDR054C	IV	561440	562327	-	888	0	0	0	0	0	0
YDR122W	IV	694700	697894	+	3195	0	0	0	0	0	0
YDR184C	IV	830629	831513	-	885	0	0	0	0	0	0
YDR183C-A	IV	830397	830654	-	258	0	0	0	0	0	0
YDL240W	IV	22823	25876	+	3054	0	0	0	0	0	0
YDR056C	IV	565023	565640	-	618	0	0	0	0	0	0
YDR541C	IV	1519664	1520698	-	1035	0	0	0	0	0	0
YDL042C	IV	376757	378445	-	1689	0	0	0	0	0	0
YDR185C	IV	831934	832473	-	540	0	0	0	0	0	0
YDR328C	IV	1125434	1126018	-	585	0	0	0	0	0	0
YDR280W	IV	1020747	1021664	+	918	0	0	0	0	0	0
tV(UAC)D	IV	488797	488870	-	74	0	0	0	0	0	0
YDR098C	IV	644178	644930	-	753	0	0	0	0	0	0
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	0	0	0	0	0	0
YDR423C	IV	1318046	1319275	-	1230	0	0	0	0	0	0
YDR017C	IV	479115	482267	-	3153	0	0	0	0	0	0
YDR419W	IV	1303174	1305072	+	1899	0	0	0	0	0	0
YDR444W	IV	1350290	1352353	+	2064	0	0	0	0	0	0
YDR341C	IV	1151803	1153626	-	1824	0	0	0	0	0	0
YDR154C	IV	768403	768753	-	351	0	0	0	0	0	0
YDR464W	IV	1388872	1393179	+	4308	0	0	0	0	0	0
YDR132C	IV	718816	720303	-	1488	0	0	0	0	0	0
YDL210W	IV	84270	85985	+	1716	0	0	0	0	0	0
YDR395W	IV	1263324	1266158	+	2835	0	0	0	0	0	0
YDL222C	IV	60872	61801	-	930	0	0	0	0	0	0
YDR372C	IV	1221112	1222149	-	1038	0	0	0	0	0	0
YDR325W	IV	1117126	1120233	+	3108	0	0	0	0	0	0
YDR216W	IV	895035	899006	+	3972	0	0	0	0	0	0
YDR082W	IV	610441	611925	+	1485	0	0	0	0	0	0
YDL224C	IV	54397	56346	-	1950	0	0	0	0	0	0
YDR498C	IV	1445843	1446994	-	1152	0	0	0	0	0	0
YDR010C	IV	465051	465383	-	333	0	0	0	0	0	0
YDR006C	IV	458542	461247	-	2706	0	0	0	0	0	0
YDR182W	IV	827582	829057	+	1476	0	0	0	0	0	0
YDL102W	IV	276872	280165	+	3294	0	0	0	0	0	0
YDL179W	IV	138291	139205	+	915	0	0	0	0	0	0
YDL067C	IV	334217	334396	-	180	0	0	0	0	0	0
YDR030C	IV	501753	503273	-	1521	0	0	0	0	0	0
YDR020C	IV	485746	486444	-	699	0	0	0	0	0	0
YDR527W	IV	1491094	1492413	+	1320	0	0	0	0	0	0
YDR333C	IV	1133260	1135431	-	2172	0	0	0	0	0	0
YDL093W	IV	289909	292140	+	2232	0	0	0	0	0	0
YDL043C	IV	375680	376480	-	801	0	0	0	0	0	0
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	0	0	0	0	0	0
YDR322C-A	IV	1112003	1112293	-	291	0	0	0	0	0	0
YDL130W-A	IV	229171	229431	+	261	0	0	0	0	0	0
YDR210W	IV	871074	871301	+	228	0	0	0	0	0	0
YDR260C	IV	976717	977229	-	513	0	0	0	0	0	0
YDL017W	IV	424209	425732	+	1524	0	0	0	0	0	0
YDR073W	IV	592439	592948	+	510	0	0	0	0	0	0
YDL069C	IV	333121	333810	-	690	0	0	0	0	0	0
YDR455C	IV	1367373	1367681	-	309	0	0	0	0	0	0
YDR461W	IV	1385176	1385286	+	111	0	0	0	0	0	0
YDR435C	IV	1332983	1333969	-	987	0	0	0	0	0	0
YDL063C	IV	338272	340134	-	1863	0	0	0	0	0	0
YDR121W	IV	693585	694175	+	591	0	0	0	0	0	0
YDR178W	IV	817950	818495	+	546	0	0	0	0	0	0
YDL013W	IV	429067	430926	+	1860	0	0	0	0	0	0
YDR534C	IV	1503314	1504900	-	1587	0	0	0	0	0	0
YDR392W	IV	1258696	1259709	+	1014	0	0	0	0	0	0
YDR034C-A	IV	520516	520692	-	177	0	0	0	0	0	0
YDL132W	IV	224304	226751	+	2448	0	0	0	0	0	0
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	0	0	0	0	0	0
YDR202C	IV	856898	857953	-	1056	0	0	0	0	0	0
YDL050C	IV	364446	364817	-	372	0	0	0	0	0	0
YDR524C-A	IV	1489871	1489990	-	120	0	0	0	0	0	0
YDL109C	IV	265258	267201	-	1944	0	0	0	0	0	0
YDR211W	IV	884727	886865	+	2139	0	0	0	0	0	0
YDR110W	IV	676102	677802	+	1701	0	0	0	0	0	0
tG(CCC)D	IV	1257008	1257079	-	72	0	0	0	0	0	0
YDR274C	IV	1011589	1011960	-	372	0	0	0	0	0	0
YDR167W	IV	789449	790069	+	621	0	0	0	0	0	0
YDR156W	IV	769525	769938	+	414	0	0	0	0	0	0
YDL223C	IV	57265	60405	-	3141	0	0	0	0	0	0
YDR075W	IV	597156	598082	+	927	0	0	0	0	0	0
YDR039C	IV	531307	534582	-	3276	0	0	0	0	0	0
YDL088C	IV	298417	300003	-	1587	0	0	0	0	0	0
YDL129W	IV	231024	231899	+	876	0	0	0	0	0	0
YDL215C	IV	70640	73918	-	3279	0	0	0	0	0	0
YDR297W	IV	1056551	1057600	+	1050	0	0	0	0	0	0
YDR131C	IV	716790	718460	-	1671	0	0	0	0	0	0
YDR230W	IV	926223	926570	+	348	0	0	0	0	0	0
YDR348C	IV	1170326	1171825	-	1500	0	0	0	0	0	0
YDL169C	IV	158064	158735	-	672	0	0	0	0	0	0
YDR007W	IV	461842	462516	+	675	0	0	0	0	0	0
YDL195W	IV	107208	111029	+	3822	0	0	0	0	0	0
YDR263C	IV	994242	995534	-	1293	0	0	0	0	0	0
YDR220C	IV	907000	907293	-	294	0	0	0	0	0	0
YDR429C	IV	1324477	1325301	-	825	0	0	0	0	0	0
